content,score,sentiment,polarity,textblob_sentiment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,clean_content,clean_vader_compound,clean_vader_neg,clean_vader_neu,clean_vader_pos,clean_textblob_sentiment,clean_textblob_polarity,clean_textblob_subject
"Super laggy. History of transactions sometimes couldn't load properly. You can't use this app when in rush. Too much widgets that sometimes frustrated you. I don't need Moneytory or other widgets, and users can't choose to not having any widgets at all, users being forced to choose ONE widget that makes everything's laggy. All i need is a straight-forward internet banking to transfer, provide balance amount, and in-out transactions in 5 seconds when i open the app.",1,0,negative,"Sentiment(polarity=-0.08452380952380953, subjectivity=0.32023809523809516)",-0.08452381,0.320238095,-0.3612,0.076,0.878,0.046,super transact load rush much need user user make need straight forward bank transfer amount transact second open,0.7003,0,0.734,0.266,"Sentiment(polarity=0.14666666666666667, subjectivity=0.35333333333333333)",0.146666667,0.353333333
"Hey im a loyal customer of jenius apps since 2018, but somehow this apps is getting worse and worse. My connection on this apps only were really slow. I changed it from wifi to mobile data and vice versa and the apps is still slow in processing anything. I thought it was my phone issue but it wasnt. Im using xiaomi redmi note 8 please take a look at this issue. Ps, im not bringing any administration fee issue. Just please fix the problem thanks",1,0,negative,"Sentiment(polarity=-0.12380952380952384, subjectivity=0.5761904761904761)",-0.123809524,0.576190476,-0.2617,0.117,0.767,0.116,loyal custom somehow get connect slow chang data vice still slow process thought phone wasnt use note take look bring problem thank,0.4404,0.099,0.696,0.205,"Sentiment(polarity=-0.08888888888888892, subjectivity=0.5444444444444444)",-0.088888889,0.544444444
"Horrible UX. Stumbled upon a lot of errors, but the error message does not explain anything in detail. E.g, I wanted to switch device, the app gives an ""session expired"" error in new device, which does not make any sense. After searching online, I figured out that you can only link 1 device (should've just mentioned this as the error message, why give a totally unrelated error message?). Then I tried finding my old phone, tried unlinking, but it just gives off another error asking me to call CS.",1,0,negative,"Sentiment(polarity=-0.15272727272727274, subjectivity=0.6809090909090909)",-0.152727273,0.680909091,-0.9687,0.212,0.788,0,upon error error doe explain detail want switch give session error doe make search link mention error give total error tri find phone tri unlink give error ask call,-0.9348,0.414,0.553,0.033,"Sentiment(polarity=0.0, subjectivity=0.75)",0,0.75
"UI revamp was very bad. Interface got much harder to use & now requires more steps to do a task. Not to mention the most important thing in a banking app - RELIABILITY. This app is very laggy despite being ran on most recent flagship phones (both android & iOS). Hard to use interface with many steps required to complete a step + Slow performance = Recipe for very bad UX. Without the flexi saver, I'm sure you would lose 50%+ of your users.",1,0,negative,"Sentiment(polarity=0.0491666666666667, subjectivity=0.5367063492063492)",0.049166667,0.536706349,-0.766,0.123,0.813,0.064,revamp veri much harder step task mention import thing bank veri recent flagship phone android hard mani step step slow perform veri without saver sure would lose user,-0.5664,0.193,0.763,0.044,"Sentiment(polarity=-0.03833333333333335, subjectivity=0.41611111111111115)",-0.038333333,0.416111111
"The app is slow, the loading is slow, the connection to the server is always bad. It fails too often when you're about to make a transaction, and you have to redo again, retype the password again, fail again. ""Ooooops something went wrong"" Yes, your app is.",1,0,negative,"Sentiment(polarity=-0.4666666666666666, subjectivity=0.4944444444444444)",-0.466666667,0.494444444,-0.8807,0.224,0.729,0.047,slow load slow connect server alway fail often make transact redo password fail went wrong,-0.8779,0.457,0.543,0,"Sentiment(polarity=-0.42000000000000004, subjectivity=0.45999999999999996)",-0.42,0.46
"Very slow banking app, sometime its work, sometime you re lucky you can see your balance. The design is good, many feature too, but i dont think that ""essential"" for banking app if you can't even see your own balance and do simple task most banking app do. And few days ago, out of nowhere, they didn't recognize my Fingerprint and PIN number, I try to update to latest version but the problem still there, and I need to use ""forgot password"" to enter my account. Please fix your app performance.",1,0,negative,"Sentiment(polarity=0.2543333333333333, subjectivity=0.561047619047619)",0.254333333,0.561047619,0.4019,0.036,0.879,0.084,veri slow bank work design good mani dont think bank even task bank day fingerprint number latest version problem still need forgot password enter account perform,0.128,0.09,0.769,0.14,"Sentiment(polarity=0.3, subjectivity=0.6333333333333333)",0.3,0.633333333
"This app is really the worst finance app I've ever had. First, you will not be allowed to login because ""services are busy"". And if you tried to try the next time, you will be log out and need to enter username and password with new device pin. Don't try to hope it will get better, it shows ""uknown error"". How does we know what is wrong if you don't know? If you try to send email, it will ask you to call its call centre and voila 20 minutes spending your time with nothing cause ""busy"".",1,0,negative,"Sentiment(polarity=-0.023737373737373745, subjectivity=0.44309764309764305)",-0.023737374,0.443097643,-0.8653,0.117,0.856,0.027,worst ever first allow login tri next time need enter password hope better show error doe know wrong know send call call spend time,-0.4939,0.278,0.506,0.216,"Sentiment(polarity=-0.15, subjectivity=0.5466666666666666)",-0.15,0.546666667
"Laggy app, slow performance. Even heavy marketplace app still faster. No website login.",1,0,negative,"Sentiment(polarity=-0.25, subjectivity=0.44999999999999996)",-0.25,0.45,-0.296,0.155,0.845,0,slow perform even still faster login,0,0,1,0,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.3,0.4
"It's a great app, untill you want to change your device, it will turns into so much problems. The other banks didn't need to do anything for change the main device. This is a ""digital bank"", right? Please upgrade your methods to make the user comfortable using the app, or at least enable multi device (smartphone). Thanks",1,0,negative,"Sentiment(polarity=0.18082010582010583, subjectivity=0.3993386243386243)",0.180820106,0.399338624,0.8727,0.044,0.751,0.205,great want chang turn much problem bank need chang main digit bank right method make user comfort use least thank,0.4749,0.174,0.541,0.285,"Sentiment(polarity=0.2304761904761905, subjectivity=0.44380952380952376)",0.23047619,0.443809524
"Every time update to newest version, there will got some bug that really annoying. Already tried fresh install and clear cache still got the same result, then try report the problem using contact support that provided in apps. The problem solving from support was not helping, they say it occure because network problem or expired session, come on i'm already tried with many isp from broadband to fiber optic and still got same result. Not very pleasant for using their services.",1,0,negative,"Sentiment(polarity=-0.026007326007325995, subjectivity=0.46813186813186813)",-0.026007326,0.468131868,-0.4939,0.161,0.71,0.129,time version annoy tri fresh clear still result report problem use contact support problem support help occur network problem session come tri mani fiber optic still result veri pleasant use,0.6486,0.233,0.423,0.345,"Sentiment(polarity=0.37777777777777777, subjectivity=0.6166666666666667)",0.377777778,0.616666667
"I've been using genius since the beginning of the they run the apps. It's getting worst, now I can't log in to my account, I try to reach through email, Instagram, call center. There's no response or solutions to fix this. Charge fee also expensive! I really not recommended to use this apps. It's not safe at all and very low response.",1,0,negative,"Sentiment(polarity=-0.3458333333333334, subjectivity=0.4816666666666667)",-0.345833333,0.481666667,-0.9132,0.209,0.776,0.016,use begin get worst account reach call center also recommend safe veri,0.1027,0.22,0.43,0.349,"Sentiment(polarity=-0.20000000000000004, subjectivity=0.5333333333333333)",-0.2,0.533333333
"Updated this app to latest version, but still, the problem is still exist but for it isn't force closing anymore. The problem is the page always failed to load. And this thing always happen, like, always eventho my connection in a perfect stat. Its not good for banking app. What if i need my account in emergency situation and my page failed to load then i cant access my account? Please, fix this!",1,0,negative,"Sentiment(polarity=0.0050000000000000044, subjectivity=0.62)",0.005,0.62,-0.9109,0.233,0.653,0.115,latest version still problem still exist close problem page alway fail load thing alway happen like alway connect perfect good bank need account page fail load cant access account,-0.5106,0.285,0.506,0.209,"Sentiment(polarity=0.24, subjectivity=0.62)",0.24,0.62
"I really want to make this app my main online bank. Jenius has a lot to offer but they just can't back it up. They have a lot of cool features, when it works. The problem is, most of the time, i can't even get pass the PIN page. It's hard to even see my balance. It used to be working flawlessly, very dissatisfied w/ the app now.",1,0,negative,"Sentiment(polarity=0.16071428571428573, subjectivity=0.3607142857142857)",0.160714286,0.360714286,-0.5489,0.116,0.801,0.083,want make main bank offer back cool work problem time even pass page hard even use work veri,-0.128,0.189,0.645,0.166,"Sentiment(polarity=0.05624999999999998, subjectivity=0.38125)",0.05625,0.38125
"Unusable It requires me to take a picture of my ID instead of uploading existing image. Everytime I took a photo, it says that it was too blurry. The camera frame they use to capture the ID was a landscape crop on a potrait screen instead of a landscape frame, thus can't fully utilize my 24MP rear camera, yet they won't accept the ""blurry"" picture.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.3156,0.054,0.927,0.019,take instead exist took photo say camera frame crop screen instead frame rear camera accept,0.3818,0,0.843,0.157,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"The apps sucks!! I can't even open menu in&out and send it. No respond in live chat and twitter's message at all!! I sent an email but there's no solution. I called customer service and he said will be fixed in a week. But it's more than a week and the problem is still going on. So since I registered an account 3 weeks ago til now, I can't use the apps for transaction, I just use the web. Already to uninstal and instal again many times and still didn't work! So useless for instaling the apps!",1,0,negative,"Sentiment(polarity=0.04918831168831168, subjectivity=0.38571428571428573)",0.049188312,0.385714286,-0.9375,0.144,0.856,0,suck even open menu send respond live chat twitter sent call custom said fix week week problem still go account week transact mani time still work useless,-0.8126,0.259,0.741,0,"Sentiment(polarity=-0.12121212121212122, subjectivity=0.39999999999999997)",-0.121212121,0.4
